source_file,entry_prompt,entry_concept,current_max_level,status,in_level2_article,level2_article_file,notes
health_and_wellness_entries.md,what is a sneeze?,sneeze,2,has_level2,yes,training_data/wiki/level2_articles/health_and_wellness_level2.md,"Gap pass completed 2026-04-20: article retained without edits; elbow/tissue etiquette, sneeze-vs-cough contrast, and social-response guidance still earn Level 2."
health_and_wellness_entries.md,what is a runny nose?,runny nose,2,has_level2,yes,training_data/wiki/level2_articles/health_and_wellness_level2.md,"Gap pass completed 2026-04-20: article retained without edits; tissue use, handwashing, skin-care, and sickness-vs-irritation distinctions still earn Level 2."
health_and_wellness_entries.md,what is a rash?,rash,1,level1_only,no,,Gap pass completed 2026-04-20: Level 1 remains sufficient because rash stays a narrower symptom anchor and does not yet need its own scenario cluster in this article.
health_and_wellness_entries.md,what is an allergy?,allergy,1,level1_only,no,,Gap pass completed 2026-04-20: Level 1 remains sufficient because allergy remains a specialized cause-category rather than a core high-frequency script in this pass.
health_and_wellness_entries.md,what is a checkup?,checkup,2,has_level2,yes,training_data/wiki/level2_articles/health_and_wellness_level2.md,"Gap pass completed 2026-04-20: article retained without edits; visit sequence, what-the-doctor-does, shot expectations, and question-asking guidance still earn Level 2."
hobbies_and_interests_entries.md,what is a hobby?,hobby,1,level1_only,no,,
hobbies_and_interests_entries.md,what is an interest?,interest,1,level1_only,no,,
hobbies_and_interests_entries.md,what does favorite thing to do mean?,what does favorite thing to do mean?,1,level1_only,no,,
hobbies_and_interests_entries.md,what does free time mean?,what does free time mean?,1,level1_only,no,,
hobbies_and_interests_entries.md,what does it mean to collect?,what does it mean to collect?,1,level1_only,no,,
hobbies_and_interests_entries.md,what is reading for fun?,what is reading for fun?,1,level1_only,no,,
hobbies_and_interests_entries.md,what is music as a hobby?,what is music as a hobby?,1,level1_only,no,,
hobbies_and_interests_entries.md,what is building as a hobby?,what is building as a hobby?,1,level1_only,no,,
holidays_and_celebrations_entries.md,what is a holiday?,holiday,1,level1_only,no,,
holidays_and_celebrations_entries.md,what is a celebration?,celebration,1,level1_only,no,,
holidays_and_celebrations_entries.md,what is a party?,party,1,level1_only,no,,
holidays_and_celebrations_entries.md,what is a gift?,gift,1,level1_only,no,,
holidays_and_celebrations_entries.md,what is a candle?,candle,1,level1_only,no,,
holidays_and_celebrations_entries.md,what is a special day?,special day,1,level1_only,no,,
holidays_and_celebrations_entries.md,what is a tradition?,tradition,1,level1_only,no,,
holidays_and_celebrations_entries.md,what is a present?,present,1,level1_only,no,,
home_objects_entries_part1.md,what is a bed?,bed,1,level1_only,no,,
home_objects_entries_part1.md,what is a bookshelf?,bookshelf,1,level1_only,no,,
home_objects_entries_part1.md,what is a bowl?,bowl,1,level1_only,no,,
home_objects_entries_part1.md,what is a box?,box,1,level1_only,no,,
home_objects_entries_part1.md,what is a broom?,broom,1,level1_only,no,,
home_objects_entries_part1.md,what is a bucket?,bucket,1,level1_only,no,,
home_objects_entries_part1.md,what is a chair?,chair,1,level1_only,no,,
home_objects_entries_part2.md,what is furniture?,what is furniture?,1,level1_only,no,,
home_objects_entries_part2.md,what is a cup?,cup,1,level1_only,no,,
home_objects_entries_part2.md,what is a cupboard?,cupboard,1,level1_only,no,,
home_objects_entries_part2.md,what is a desk?,desk,1,level1_only,no,,
home_objects_entries_part2.md,what is a door?,door,1,level1_only,no,,
home_objects_entries_part3.md,what is a key?,key,1,level1_only,no,,
home_objects_entries_part3.md,what is a lamp?,lamp,1,level1_only,no,,
home_objects_entries_part3.md,what is a plate?,plate,1,level1_only,no,,
home_objects_entries_part3.md,what is a shelf?,shelf,1,level1_only,no,,
home_objects_entries_part3.md,what is a table?,table,1,level1_only,no,,
home_objects_entries_part3.md,what is a window?,window,1,level1_only,no,,
home_rooms_entries.md,what is a room?,room,1,level1_only,no,,
home_rooms_entries.md,what is a bathroom?,bathroom,1,level1_only,no,,
home_rooms_entries.md,what is a bedroom?,bedroom,1,level1_only,no,,
home_rooms_entries.md,what is a kitchen?,kitchen,1,level1_only,no,,
home_rooms_entries.md,what is a dining room?,dining room,1,level1_only,no,,
home_rooms_entries.md,what is a living room?,living room,1,level1_only,no,,
humor_and_figurative_language_entries.md,what is a joke?,joke,1,level1_only,no,,
humor_and_figurative_language_entries.md,what does tease mean?,what does tease mean?,1,level1_only,no,,
humor_and_figurative_language_entries.md,what is sarcasm?,what is sarcasm?,1,level1_only,no,,
humor_and_figurative_language_entries.md,what is an idiom?,idiom,1,level1_only,no,,
humor_and_figurative_language_entries.md,what is exaggeration?,what is exaggeration?,1,level1_only,no,,
humor_and_figurative_language_entries.md,what is a pun?,pun,1,level1_only,no,,
humor_and_figurative_language_entries.md,what is a riddle?,riddle,1,level1_only,no,,
humor_and_figurative_language_entries.md,what does just kidding mean?,what does just kidding mean?,1,level1_only,no,,
imagination_and_pretend_play_entries.md,what is imagination?,what is imagination?,1,level1_only,no,,
imagination_and_pretend_play_entries.md,what does pretend mean?,what does pretend mean?,1,level1_only,no,,
imagination_and_pretend_play_entries.md,what is pretend play?,what is pretend play?,1,level1_only,no,,
imagination_and_pretend_play_entries.md,what is make-believe?,what is make-believe?,1,level1_only,no,,
imagination_and_pretend_play_entries.md,what is dress up?,what is dress up?,1,level1_only,no,,
imagination_and_pretend_play_entries.md,what is role play?,what is role play?,1,level1_only,no,,
imagination_and_pretend_play_entries.md,what is an imaginary friend?,imaginary friend,1,level1_only,no,,
imagination_and_pretend_play_entries.md,what is symbolic play?,what is symbolic play?,1,level1_only,no,,
imagination_and_pretend_play_entries.md,what is a game of pretend?,game of pretend,1,level1_only,no,,
imagination_and_pretend_play_entries.md,what is an adventure?,adventure,1,level1_only,no,,
imagination_and_pretend_play_entries.md,what is magic?,what is magic?,1,level1_only,no,,
imagination_and_pretend_play_entries.md,what is a superhero?,superhero,1,level1_only,no,,
imagination_and_pretend_play_entries.md,what does it mean to invent a game?,what does it mean to invent a game?,1,level1_only,no,,
inclusion_bullying_and_kindness_entries.md,what does include mean?,what does include mean?,1,level1_only,no,,
inclusion_bullying_and_kindness_entries.md,what does exclude mean?,what does exclude mean?,1,level1_only,no,,
inclusion_bullying_and_kindness_entries.md,what is bullying?,what is bullying?,1,level1_only,no,,
inclusion_bullying_and_kindness_entries.md,what does stand up for someone mean?,what does stand up for someone mean?,1,level1_only,no,,
inclusion_bullying_and_kindness_entries.md,what is respect?,what is respect?,1,level1_only,no,,
inclusion_bullying_and_kindness_entries.md,what is compassion?,what is compassion?,1,level1_only,no,,
inclusion_bullying_and_kindness_entries.md,what does leave them out mean?,what does leave them out mean?,1,level1_only,no,,
inclusion_bullying_and_kindness_entries.md,what does that's not kind mean?,what does that's not kind mean?,1,level1_only,no,,
inclusion_bullying_and_kindness_entries.md,what is a bystander?,bystander,1,level1_only,no,,
inclusion_bullying_and_kindness_entries.md,what is an upstander?,upstander,1,level1_only,no,,
intentions_and_plans_in_action_entries.md,what is an intention?,intention,1,level1_only,no,,
intentions_and_plans_in_action_entries.md,what does I'm going to mean?,what does I'm going to mean?,1,level1_only,no,,
intentions_and_plans_in_action_entries.md,what does I plan to mean?,what does I plan to mean?,1,level1_only,no,,
intentions_and_plans_in_action_entries.md,what does next I will mean?,what does next I will mean?,1,level1_only,no,,
intentions_and_plans_in_action_entries.md,what does I'm about to mean?,what does I'm about to mean?,1,level1_only,no,,
intentions_and_plans_in_action_entries.md,what does let's mean?,what does let's mean?,1,level1_only,no,,
intentions_and_plans_in_action_entries.md,what does shall we mean?,what does shall we mean?,1,level1_only,no,,
intentions_and_plans_in_action_entries.md,what does I decided to mean?,what does I decided to mean?,1,level1_only,no,,
intentions_and_plans_in_action_entries.md,what does I changed my mind mean?,what does I changed my mind mean?,1,level1_only,no,,
learning_memory_and_metacognition_entries.md,what does learn mean?,what does learn mean?,1,level1_only,no,,
learning_memory_and_metacognition_entries.md,what does remember mean?,what does remember mean?,1,level1_only,no,,
learning_memory_and_metacognition_entries.md,what does forget mean?,what does forget mean?,1,level1_only,no,,
learning_memory_and_metacognition_entries.md,what does practice mean?,what does practice mean?,1,level1_only,no,,
learning_memory_and_metacognition_entries.md,what does try again mean?,what does try again mean?,1,level1_only,no,,
learning_memory_and_metacognition_entries.md,what does figure out mean?,what does figure out mean?,1,level1_only,no,,
learning_memory_and_metacognition_entries.md,what does I don't understand mean?,what does I don't understand mean?,1,level1_only,no,,
learning_memory_and_metacognition_entries.md,what does I need to practice mean?,what does I need to practice mean?,1,level1_only,no,,
learning_memory_and_metacognition_entries.md,what does I forgot mean?,what does I forgot mean?,1,level1_only,no,,
levels_of_intensity_and_gradation_entries.md,what is level of intensity?,what is level of intensity?,1,level1_only,no,,
levels_of_intensity_and_gradation_entries.md,what does a little mean?,what does a little mean?,1,level1_only,no,,
levels_of_intensity_and_gradation_entries.md,what does a bit mean?,what does a bit mean?,1,level1_only,no,,
levels_of_intensity_and_gradation_entries.md,what does a lot mean?,what does a lot mean?,1,level1_only,no,,
levels_of_intensity_and_gradation_entries.md,what does very mean?,what does very mean?,1,level1_only,no,,
levels_of_intensity_and_gradation_entries.md,what does really mean?,what does really mean?,1,level1_only,no,,
levels_of_intensity_and_gradation_entries.md,what does enough mean?,what does enough mean?,1,level1_only,no,,
levels_of_intensity_and_gradation_entries.md,what does too much mean?,what does too much mean?,1,level1_only,no,,
levels_of_intensity_and_gradation_entries.md,what does barely mean?,what does barely mean?,1,level1_only,no,,
location_and_direction_in_action_entries.md,what does come here mean?,what does come here mean?,1,level1_only,no,,
location_and_direction_in_action_entries.md,what does go there mean?,what does go there mean?,1,level1_only,no,,
location_and_direction_in_action_entries.md,what does bring it to me mean?,what does bring it to me mean?,1,level1_only,no,,
location_and_direction_in_action_entries.md,what does put it on the table mean?,what does put it on the table mean?,1,level1_only,no,,
location_and_direction_in_action_entries.md,what does take it outside mean?,what does take it outside mean?,1,level1_only,no,,
location_and_direction_in_action_entries.md,what does move it over mean?,what does move it over mean?,1,level1_only,no,,
location_and_direction_in_action_entries.md,what does set it down mean?,what does set it down mean?,1,level1_only,no,,
location_and_direction_in_action_entries.md,what does point to it mean?,what does point to it mean?,1,level1_only,no,,
logic_entries.md,"what does ""exist"" mean?","what does ""exist"" mean?",1,level1_only,no,,
logic_entries.md,"what does ""real"" mean?","what does ""real"" mean?",1,level1_only,no,,
logic_entries.md,"what does ""same"" mean?","what does ""same"" mean?",1,level1_only,no,,
logic_entries.md,"what does ""different"" mean?","what does ""different"" mean?",1,level1_only,no,,
logic_entries.md,what is a part?,part,1,level1_only,no,,
logic_entries.md,what is the whole?,whole,1,level1_only,no,,
logic_entries.md,"what does ""and"" mean?","what does ""and"" mean?",1,level1_only,no,,
logic_entries.md,"what does ""or"" mean?","what does ""or"" mean?",1,level1_only,no,,
logic_entries.md,"what does ""not"" mean?","what does ""not"" mean?",1,level1_only,no,,
logic_entries.md,"what does ""all"" mean?","what does ""all"" mean?",1,level1_only,no,,
logic_entries.md,"what does ""some"" mean?","what does ""some"" mean?",1,level1_only,no,,
logic_entries.md,"what does ""none"" mean?","what does ""none"" mean?",1,level1_only,no,,
logic_entries.md,"what does ""each"" mean?","what does ""each"" mean?",1,level1_only,no,,
logic_entries.md,what is a fact?,fact,1,level1_only,no,,
logic_entries.md,"what does ""true"" mean?","what does ""true"" mean?",1,level1_only,no,,
logic_entries.md,"what does ""false"" mean?","what does ""false"" mean?",1,level1_only,no,,
logic_entries.md,what is the truth?,truth,1,level1_only,no,,
logic_entries.md,what is a falsehood?,falsehood,1,level1_only,no,,
logic_entries.md,what is a lie?,lie,1,level1_only,no,,
logic_entries.md,what is a proof?,proof,1,level1_only,no,,
logic_entries.md,what is a contradiction?,contradiction,1,level1_only,no,,
logic_entries.md,"what does ""right"" mean?","what does ""right"" mean?",1,level1_only,no,,
logic_entries.md,"what does ""wrong"" mean?","what does ""wrong"" mean?",1,level1_only,no,,
logic_entries.md,what is a reason?,reason,1,level1_only,no,,
logic_entries.md,what is a cause?,cause,1,level1_only,no,,
logic_entries.md,what is an effect?,effect,1,level1_only,no,,
logic_entries.md,"what does ""if... then..."" mean?","what does ""if... then..."" mean?",1,level1_only,no,,
logic_entries.md,what is a possibility?,possibility,1,level1_only,no,,
logic_entries.md,what is a certainty?,certainty,1,level1_only,no,,
logic_entries.md,"what does ""impossible"" mean?","what does ""impossible"" mean?",1,level1_only,no,,
logic_entries.md,"what does ""necessary"" mean?","what does ""necessary"" mean?",1,level1_only,no,,
logic_entries.md,"what does it mean to ""change""?","what does it mean to ""change""?",1,level1_only,no,,
logic_entries.md,"what does it mean to ""stay the same""?","what does it mean to ""stay the same""?",1,level1_only,no,,
logic_entries.md,"what is a ""type"" or ""kind""?","""type"" or ""kind""",1,level1_only,no,,
logic_entries.md,"what is an ""instance""?","""instance""",1,level1_only,no,,
logic_entries.md,"what does it mean to ""begin""?","what does it mean to ""begin""?",1,level1_only,no,,
logic_entries.md,"what is the ""middle""?","""middle""",1,level1_only,no,,
logic_entries.md,"what does it mean to ""end""?","what does it mean to ""end""?",1,level1_only,no,,
logic_entries.md,what is a relation?,relation,1,level1_only,no,,
logic_entries.md,what is an action?,action,1,level1_only,no,,
logic_entries.md,what is a reaction?,reaction,1,level1_only,no,,
logic_entries.md,what is a goal?,goal,1,level1_only,no,,
logic_entries.md,what is a problem?,problem,1,level1_only,no,,
logic_entries.md,what is a solution?,solution,1,level1_only,no,,
logic_entries.md,what is motivation?,what is motivation?,1,level1_only,no,,
logic_entries.md,what is a system?,system,1,level1_only,no,,
logic_entries.md,what is a rule?,rule,1,level1_only,no,,
logic_entries.md,what is order?,what is order?,1,level1_only,no,,
logic_entries.md,what is chaos?,what is chaos?,1,level1_only,no,,
logic_entries.md,what does it mean for something to be fair?,what does it mean for something to be fair?,1,level1_only,no,,
logic_entries.md,what is a consequence?,consequence,1,level1_only,no,,
logic_entries.md,what is a law?,law,1,level1_only,no,,
logic_entries.md,what is a memory?,memory,1,level1_only,no,,
logic_entries.md,what is a habit?,habit,1,level1_only,no,,
logic_entries.md,what is the self?,self,1,level1_only,no,,
logic_entries.md,what is the other?,other,1,level1_only,no,,
logic_entries.md,what does it mean to own?,what does it mean to own?,1,level1_only,no,,
logic_entries.md,what does it mean to belong?,what does it mean to belong?,1,level1_only,no,,
logic_entries.md,what does it mean to choose?,what does it mean to choose?,1,level1_only,no,,
logic_entries.md,what does it mean to decide?,what does it mean to decide?,1,level1_only,no,,
lost_and_found_misplacing_objects_entries.md,what does lost mean?,what does lost mean?,1,level1_only,no,,
lost_and_found_misplacing_objects_entries.md,what does found mean?,what does found mean?,1,level1_only,no,,
lost_and_found_misplacing_objects_entries.md,what does where is it mean?,what does where is it mean?,1,level1_only,no,,
lost_and_found_misplacing_objects_entries.md,what does I can't find it mean?,what does I can't find it mean?,1,level1_only,no,,
lost_and_found_misplacing_objects_entries.md,what does have you seen my mean?,what does have you seen my mean?,1,level1_only,no,,
lost_and_found_misplacing_objects_entries.md,what is a search?,search,1,level1_only,no,,
lost_and_found_misplacing_objects_entries.md,what is lost and found?,what is lost and found?,1,level1_only,no,,
lost_and_found_misplacing_objects_entries.md,what does left it somewhere mean?,what does left it somewhere mean?,1,level1_only,no,,
machines_and_simple_mechanisms_entries.md,what is a machine?,machine,1,level1_only,no,,
machines_and_simple_mechanisms_entries.md,what is a simple machine?,simple machine,1,level1_only,no,,
machines_and_simple_mechanisms_entries.md,what is a ramp?,ramp,1,level1_only,no,,
machines_and_simple_mechanisms_entries.md,what is a wheel?,wheel,1,level1_only,no,,
machines_and_simple_mechanisms_entries.md,what is an axle?,axle,1,level1_only,no,,
machines_and_simple_mechanisms_entries.md,what is a gear?,gear,1,level1_only,no,,
machines_and_simple_mechanisms_entries.md,what is a pulley?,pulley,1,level1_only,no,,
machines_and_simple_mechanisms_entries.md,what does it mean to roll?,what does it mean to roll?,1,level1_only,no,,
machines_and_simple_mechanisms_entries.md,what does it mean to slide?,what does it mean to slide?,1,level1_only,no,,
machines_and_simple_mechanisms_entries.md,what is a lever?,lever,1,level1_only,no,,
machines_and_simple_mechanisms_entries.md,what is a wedge?,wedge,1,level1_only,no,,
machines_and_simple_mechanisms_entries.md,what is a screw?,screw,1,level1_only,no,,
machines_and_simple_mechanisms_entries.md,what is a handle?,handle,1,level1_only,no,,
manners_politeness_and_social_etiquette_entries.md,what are manners?,what are manners?,1,level1_only,no,,
manners_politeness_and_social_etiquette_entries.md,what is politeness?,what is politeness?,1,level1_only,no,,
manners_politeness_and_social_etiquette_entries.md,what does please mean?,what does please mean?,1,level1_only,no,,
manners_politeness_and_social_etiquette_entries.md,what does thank you mean?,what does thank you mean?,1,level1_only,no,,
manners_politeness_and_social_etiquette_entries.md,what does excuse me mean?,what does excuse me mean?,1,level1_only,no,,
manners_politeness_and_social_etiquette_entries.md,what does sorry mean?,what does sorry mean?,1,level1_only,no,,
manners_politeness_and_social_etiquette_entries.md,what does you're welcome mean?,what does you're welcome mean?,1,level1_only,no,,
manners_politeness_and_social_etiquette_entries.md,what does may I mean?,what does may I mean?,1,level1_only,no,,
manners_politeness_and_social_etiquette_entries.md,what does raise your hand mean?,what does raise your hand mean?,1,level1_only,no,,
manners_politeness_and_social_etiquette_entries.md,what does take turns speaking mean?,what does take turns speaking mean?,1,level1_only,no,,
material_composition_entries.md,what is a material?,material,1,level1_only,no,,
material_composition_entries.md,what does made of mean?,what does made of mean?,1,level1_only,no,,
material_composition_entries.md,what is wood?,what is wood?,1,level1_only,no,,
material_composition_entries.md,what is metal?,what is metal?,1,level1_only,no,,
material_composition_entries.md,what is plastic?,what is plastic?,1,level1_only,no,,
material_composition_entries.md,what is glass?,what is glass?,1,level1_only,no,,
material_composition_entries.md,what is paper?,what is paper?,1,level1_only,no,,
material_composition_entries.md,what is fabric?,what is fabric?,1,level1_only,no,,
material_composition_entries.md,what is rubber?,what is rubber?,1,level1_only,no,,
mathematical_concepts_entries.md,what is a number?,number,1,level1_only,no,,
mathematical_concepts_entries.md,what is zero?,what is zero?,1,level1_only,no,,
mathematical_concepts_entries.md,what is one?,what is one?,1,level1_only,no,,
mathematical_concepts_entries.md,what is two?,what is two?,1,level1_only,no,,
mathematical_concepts_entries.md,what is three?,what is three?,1,level1_only,no,,
mathematical_concepts_entries.md,what is four?,what is four?,1,level1_only,no,,
mathematical_concepts_entries.md,what is five?,what is five?,1,level1_only,no,,
mathematical_concepts_entries.md,what is six?,what is six?,1,level1_only,no,,
mathematical_concepts_entries.md,what is seven?,what is seven?,1,level1_only,no,,
mathematical_concepts_entries.md,what is eight?,what is eight?,1,level1_only,no,,
mathematical_concepts_entries.md,what is nine?,what is nine?,1,level1_only,no,,
mathematical_concepts_entries.md,what is ten?,what is ten?,1,level1_only,no,,
mathematical_concepts_entries.md,what is counting?,what is counting?,1,level1_only,no,,
mathematical_concepts_entries.md,what is addition?,what is addition?,1,level1_only,no,,
mathematical_concepts_entries.md,what is subtraction?,what is subtraction?,1,level1_only,no,,
mathematical_concepts_entries.md,"what does ""plus"" mean?","what does ""plus"" mean?",1,level1_only,no,,
mathematical_concepts_entries.md,"what does ""minus"" mean?","what does ""minus"" mean?",1,level1_only,no,,
mathematical_concepts_entries.md,"what does ""equals"" mean?","what does ""equals"" mean?",1,level1_only,no,,
mathematical_concepts_entries.md,what is equal?,what is equal?,1,level1_only,no,,
mathematical_concepts_entries.md,what is more than?,what is more than?,1,level1_only,no,,
mathematical_concepts_entries.md,what is less than?,what is less than?,1,level1_only,no,,
mathematical_concepts_entries.md,what is a half?,half,1,level1_only,no,,
mathematical_concepts_entries.md,what is a shape?,shape,1,level1_only,no,,
mathematical_concepts_entries.md,what is a circle?,circle,1,level1_only,no,,
mathematical_concepts_entries.md,"what does it mean for something to be ""round""?","what does it mean for something to be ""round""?",1,level1_only,no,,
mathematical_concepts_entries.md,what is a square?,square,1,level1_only,no,,
mathematical_concepts_entries.md,what is a triangle?,triangle,1,level1_only,no,,
mathematical_concepts_entries.md,what is a rectangle?,rectangle,1,level1_only,no,,
mathematical_problems_entries.md,A girl picked 5 apples and 3 pears. How many pieces of fruit did she pick in total?,A girl picked 5 apples and 3 pears. How many pieces of fruit did she pick in total?,1,level1_only,no,,
mathematical_problems_entries.md,A boy played outside for 6 minutes in the morning and 4 minutes in the afternoon. How many minutes did he play in total?,A boy played outside for 6 minutes in the morning and 4 minutes in the afternoon. How many minutes did he play in total?,1,level1_only,no,,
mathematical_problems_entries.md,A person made 2 cookies of one kind and 7 cookies of another kind. How many cookies did they make?,A person made 2 cookies of one kind and 7 cookies of another kind. How many cookies did they make?,1,level1_only,no,,
mathematical_problems_entries.md,A boy saw 3 birds in a tree and 5 more birds on the ground. How many birds did he see in total?,A boy saw 3 birds in a tree and 5 more birds on the ground. How many birds did he see in total?,1,level1_only,no,,
mathematical_problems_entries.md,A girl played outside for 4 minutes in the morning and 6 minutes in the evening. How many minutes did she play outside in total?,A girl played outside for 4 minutes in the morning and 6 minutes in the evening. How many minutes did she play outside in total?,1,level1_only,no,,
mathematical_problems_entries.md,A man bought 7 lemons and 8 limes. How many pieces of fruit did he buy in all?,A man bought 7 lemons and 8 limes. How many pieces of fruit did he buy in all?,1,level1_only,no,,
mathematical_problems_entries.md,A person travels for 9 hours by boat and 4 hours by plane. How many hours did they travel in total?,A person travels for 9 hours by boat and 4 hours by plane. How many hours did they travel in total?,1,level1_only,no,,
mathematical_problems_entries.md,"A person bakes 3 vanilla cupcakes, 9 chocolate cupcakes, and 5 blueberry cupcakes. How many cupcakes did they bake?","A person bakes 3 vanilla cupcakes, 9 chocolate cupcakes, and 5 blueberry cupcakes. How many cupcakes did they bake?",1,level1_only,no,,
mathematical_problems_entries.md,"A person sees 6 people on the first day, 6 people on the second day, and 7 people on the third day. How many total people did they see?","A person sees 6 people on the first day, 6 people on the second day, and 7 people on the third day. How many total people did they see?",1,level1_only,no,,
mathematical_problems_entries.md,"A boy worked for 4 minutes, then 3 minutes, then 6 minutes, and then 1 minute. How many total minutes did he work?","A boy worked for 4 minutes, then 3 minutes, then 6 minutes, and then 1 minute. How many total minutes did he work?",1,level1_only,no,,
mathematical_problems_entries.md,A person bought 12 heads of lettuce and 10 potatoes. How many vegetables did they buy in all?,A person bought 12 heads of lettuce and 10 potatoes. How many vegetables did they buy in all?,1,level1_only,no,,
mathematical_problems_entries.md,A person washed 16 dogs last week and 19 dogs this week. How many dogs did they wash in total?,A person washed 16 dogs last week and 19 dogs this week. How many dogs did they wash in total?,1,level1_only,no,,
mathematical_problems_entries.md,"A person bakes 24 chocolate cakes, 21 vanilla cakes, and 15 blueberry cakes. How many cakes did they bake?","A person bakes 24 chocolate cakes, 21 vanilla cakes, and 15 blueberry cakes. How many cakes did they bake?",1,level1_only,no,,
mathematical_problems_entries.md,"A boy spends 15 minutes, 45 minutes, and 30 minutes doing work over three days. How many total minutes did he spend working?","A boy spends 15 minutes, 45 minutes, and 30 minutes doing work over three days. How many total minutes did he spend working?",1,level1_only,no,,
mathematical_problems_entries.md,"A person walked 27 steps, 16 steps, 10 steps, and 18 steps. How many steps did they walk altogether?","A person walked 27 steps, 16 steps, 10 steps, and 18 steps. How many steps did they walk altogether?",1,level1_only,no,,
mathematical_problems_entries.md,A person sent 27 cards on one day and 38 cards on the next day. How many cards did they send in total?,A person sent 27 cards on one day and 38 cards on the next day. How many cards did they send in total?,1,level1_only,no,,
mathematical_problems_entries.md,A girl read 14 pages on one day and 22 pages on another day. How many pages did she read altogether?,A girl read 14 pages on one day and 22 pages on another day. How many pages did she read altogether?,1,level1_only,no,,
mathematical_problems_entries.md,"A person arranged 36 chairs in one row, 29 chairs in a second row, and 42 chairs in a third row. How many chairs did they set up?","A person arranged 36 chairs in one row, 29 chairs in a second row, and 42 chairs in a third row. How many chairs did they set up?",1,level1_only,no,,
mathematical_problems_entries.md,"A person made 28 cookies of one kind, 33 of another kind, and 47 of a third kind. How many cookies did they bake in total?","A person made 28 cookies of one kind, 33 of another kind, and 47 of a third kind. How many cookies did they bake in total?",1,level1_only,no,,
mathematical_problems_entries.md,"A boy read for 53 minutes, then 34 minutes, and finally 29 minutes. How many minutes did he read in total?","A boy read for 53 minutes, then 34 minutes, and finally 29 minutes. How many minutes did he read in total?",1,level1_only,no,,
mathematical_problems_entries.md,A shop has 40 plants in one room and 35 plants in another room. How many plants are in the shop in all?,A shop has 40 plants in one room and 35 plants in another room. How many plants are in the shop in all?,1,level1_only,no,,
mathematical_problems_entries.md,A person read 19 books last year and 27 books this year. How many books did they read in total?,A person read 19 books last year and 27 books this year. How many books did they read in total?,1,level1_only,no,,
mathematical_problems_entries.md,"A person collected 548 stones in the first month, 648 stones in the second month, and 444 stones in the third month. How many stones did they collect in all?","A person collected 548 stones in the first month, 648 stones in the second month, and 444 stones in the third month. How many stones did they collect in all?",1,level1_only,no,,
mathematical_problems_entries.md,"A person found 316 seeds, then 499 seeds, then 468 seeds, and then 795 seeds. How many seeds did they find in total?","A person found 316 seeds, then 499 seeds, then 468 seeds, and then 795 seeds. How many seeds did they find in total?",1,level1_only,no,,
mathematical_problems_entries.md,"A shop has 9 plants for sale. If the shop sells 7 of the plants, how many are left?","A shop has 9 plants for sale. If the shop sells 7 of the plants, how many are left?",1,level1_only,no,,
mathematical_problems_entries.md,A person bakes 8 cupcakes. They put aside 3 cupcakes for friends. How many cupcakes are left?,A person bakes 8 cupcakes. They put aside 3 cupcakes for friends. How many cupcakes are left?,1,level1_only,no,,
mathematical_problems_entries.md,A path has 7 steps. A girl has walked 1 step. How many steps are left?,A path has 7 steps. A girl has walked 1 step. How many steps are left?,1,level1_only,no,,
mathematical_problems_entries.md,"A person planted 12 seeds. First, 3 seeds sprouted. Then, 5 more seeds sprouted. How many seeds did not sprout?","A person planted 12 seeds. First, 3 seeds sprouted. Then, 5 more seeds sprouted. How many seeds did not sprout?",1,level1_only,no,,
mathematical_problems_entries.md,A basket had 9 apples. A boy took 6 apples from the basket. How many apples are left?,A basket had 9 apples. A boy took 6 apples from the basket. How many apples are left?,1,level1_only,no,,
mathematical_problems_entries.md,A person has 28 dishes to wash. They have already washed 12 of them. How many dishes are left to wash?,A person has 28 dishes to wash. They have already washed 12 of them. How many dishes are left to wash?,1,level1_only,no,,
mathematical_problems_entries.md,One person watched 21 hours of television. Another person watched 46 hours. What is the difference between their times?,One person watched 21 hours of television. Another person watched 46 hours. What is the difference between their times?,1,level1_only,no,,
mathematical_problems_entries.md,A person has 51 plants. They give 17 of the plants away. How many plants do they keep?,A person has 51 plants. They give 17 of the plants away. How many plants do they keep?,1,level1_only,no,,
mathematical_problems_entries.md,A path has 86 steps. A person walks 25 steps and then 16 more steps. How many steps are left?,A path has 86 steps. A person walks 25 steps and then 16 more steps. How many steps are left?,1,level1_only,no,,
mathematical_problems_entries.md,"A person has 98 boxes. First, they sell 47 boxes. Then, they sell 39 more boxes. How many boxes are left?","A person has 98 boxes. First, they sell 47 boxes. Then, they sell 39 more boxes. How many boxes are left?",1,level1_only,no,,
mathematical_problems_entries.md,A person has 33 pieces of candy. They give 14 pieces away. How many pieces of candy are left?,A person has 33 pieces of candy. They give 14 pieces away. How many pieces of candy are left?,1,level1_only,no,,
mathematical_problems_entries.md,A trip takes 41 minutes. A person has already traveled for 17 minutes. How much longer is the trip?,A trip takes 41 minutes. A person has already traveled for 17 minutes. How much longer is the trip?,1,level1_only,no,,
mathematical_problems_entries.md,A person has 50 invitations. They hand out 29 invitations. How many invitations are left?,A person has 50 invitations. They hand out 29 invitations. How many invitations are left?,1,level1_only,no,,
mathematical_problems_entries.md,A person made 93 cookies. They sold 77 cookies. How many cookies are left?,A person made 93 cookies. They sold 77 cookies. How many cookies are left?,1,level1_only,no,,
