DONE phase_1/phase_1_1250.md  [autumn]
DONE phase_3/phase_3_1237.md  [bridling]
DONE phase_3/phase_3_1238.md  [browsing]
DONE phase_3/phase_3_1239.md  [burdening]
DONE phase_3/phase_3_1240.md  [busying]
DONE phase_3/phase_3_1241.md  [buttressing]
DONE phase_3/phase_3_1244.md  [canceling]
DONE phase_3/phase_3_1245.md  [casting]
DONE phase_3/phase_3_1247.md  [cementing]
DONE phase_3/phase_3_1248.md  [circulating]
DONE phase_3/phase_3_1249.md  [commandeering]
DONE phase_3/phase_3_1250.md  [commencing]
DONE phase_3/phase_3_1251.md  [composing]
DONE phase_3/phase_3_1252.md  [concealing]
DONE phase_3/phase_3_1253.md  [confining]
DONE phase_3/phase_3_1254.md  [confiscating]
DONE phase_3/phase_3_1255.md  [conserving]
DONE phase_3/phase_3_1256.md  [constraining]
DONE phase_3/phase_3_1257.md  [consuming]
DONE phase_3/phase_3_1258.md  [containing]
DONE phase_3/phase_3_1260.md  [contributing]
DONE phase_3/phase_3_1261.md  [converging]
DONE phase_3/phase_3_1262.md  [cultivating]
DONE phase_3/phase_3_1265.md  [deploying]
DONE phase_3/phase_3_1267.md  [dispatching]
DONE phase_3/phase_3_1268.md  [dispensing]
DONE phase_3/phase_3_1269.md  [dissecting]
DONE phase_3/phase_3_1271.md  [dovetailing]
DONE phase_3/phase_3_1272.md  [easing]
DONE phase_3/phase_3_1273.md  [educating]
DONE phase_3/phase_3_1274.md  [embedding]
DONE phase_3/phase_3_1275.md  [emitting]
DONE phase_3/phase_3_1276.md  [engraving]
DONE phase_3/phase_3_1277.md  [etching]
DONE phase_3/phase_3_1278.md  [exhausting]
DONE phase_3/phase_3_1279.md  [exhibiting]
DONE phase_3/phase_3_1280.md  [exposing]
DONE phase_3/phase_3_1281.md  [extracting]
DONE phase_3/phase_3_1282.md  [exuding]
DONE phase_3/phase_3_1283.md  [fabricating]
DONE phase_3/phase_3_1284.md  [forging]
DONE phase_3/phase_3_1285.md  [fringing]
DONE phase_3/phase_3_1289.md  [inspecting]
DONE phase_3/phase_3_1291.md  [installing]
DONE phase_3/phase_3_1292.md  [interlocking]
DONE phase_3/phase_3_1293.md  [interrupting]
DONE phase_3/phase_3_1294.md  [leveling]
DONE phase_3/phase_3_1296.md  [manufacturing]
DONE phase_3/phase_3_1298.md  [miscounting]
DONE phase_3/phase_3_1299.md  [modifying]
DONE phase_3/phase_3_1300.md  [obstructing]
DONE phase_3/phase_3_1301.md  [obtaining]
DONE phase_3/phase_3_1302.md  [overseeing]
DONE phase_3/phase_3_1303.md  [overshadowing]
DONE phase_3/phase_3_1304.md  [persisting]
DONE phase_3/phase_3_1305.md  [perusing]
DONE phase_3/phase_3_1306.md  [preceding]
DONE phase_3/phase_3_1307.md  [probing]
DONE phase_3/phase_3_1308.md  [proceeding]
DONE phase_3/phase_3_1309.md  [publishing]
DONE phase_3/phase_3_1310.md  [quarrying]
DONE phase_3/phase_3_1311.md  [radiating]
DONE phase_3/phase_3_1312.md  [readying]
DONE phase_3/phase_3_1313.md  [redirecting]
DONE phase_3/phase_3_1314.md  [redoing]
DONE phase_3/phase_3_1315.md  [refining]
DONE phase_3/phase_3_1316.md  [regulating]
DONE phase_3/phase_3_1317.md  [reinforcing]
DONE phase_3/phase_3_1318.md  [rejoining]
DONE phase_3/phase_3_1319.md  [relieving]
DONE phase_3/phase_3_1320.md  [remedying]
DONE phase_3/phase_3_1321.md  [repelling]
DONE phase_3/phase_3_1322.md  [replicating]
DONE phase_3/phase_3_1323.md  [reproducing]
DONE phase_3/phase_3_1324.md  [reserving]
DONE phase_3/phase_3_1325.md  [restarting]
DONE phase_3/phase_3_1326.md  [restricting]
DONE phase_3/phase_3_1327.md  [retailing]
DONE phase_3/phase_3_1328.md  [retaining]
DONE phase_3/phase_3_1329.md  [revolving]
DONE phase_3/phase_3_1330.md  [rewarding]
DONE phase_3/phase_3_1331.md  [safeguarding]
DONE phase_3/phase_3_1332.md  [salvaging]
DONE phase_3/phase_3_1333.md  [scrambling]
DONE phase_3/phase_3_1334.md  [securing]
DONE phase_3/phase_3_1335.md  [shaping]
DONE phase_3/phase_3_1336.md  [situating]
DONE phase_3/phase_3_1337.md  [soldering]
DONE phase_3/phase_3_1338.md  [steadying]
DONE phase_3/phase_3_1339.md  [supervising]
DONE phase_3/phase_3_1340.md  [systematizing]
DONE phase_3/phase_3_1341.md  [underpinning]
DONE phase_3/phase_3_1343.md  [varying]
DONE phase_3/phase_3_1344.md  [attentioning]
DONE phase_3/phase_3_1345.md  [beginning]
DONE phase_3/phase_3_1347.md  [calibrating]
DONE phase_3/phase_3_1348.md  [camouflaging]
DONE phase_3/phase_3_1349.md  [cautioning]
DONE phase_3/phase_3_1350.md  [continuing]
DONE phase_3/phase_3_1351.md  [curing]
DONE phase_3/phase_3_1353.md  [discharging]
DONE phase_3/phase_3_1354.md  [distributing]
DONE phase_3/phase_3_1355.md  [gleaning]
DONE phase_3/phase_3_1356.md  [harnessing]
DONE phase_3/phase_3_1357.md  [implanting]
DONE phase_3/phase_3_1358.md  [managing]
DONE phase_3/phase_3_1359.md  [meshing]
DONE phase_3/phase_3_1361.md  [behaving]
DONE phase_3/phase_3_1363.md  [unwinding]
DONE phase_3/phase_3_1365.md  [deconstructing]
DONE phase_3/phase_3_1366.md  [bendable]
DONE phase_3/phase_3_1367.md  [distinct]
DONE phase_3/phase_3_1368.md  [double]
DONE phase_3/phase_3_1369.md  [frequent]
DONE phase_3/phase_3_1370.md  [high-energy]
DONE phase_3/phase_3_1371.md  [inconsistent]
DONE phase_3/phase_3_1372.md  [organic]
DONE phase_3/phase_3_1373.md  [ornate]
DONE phase_3/phase_3_1374.md  [plentiful]
DONE phase_3/phase_3_1375.md  [primary]
DONE phase_3/phase_3_1376.md  [rapid]
DONE phase_3/phase_3_1377.md  [recent]
DONE phase_3/phase_3_1378.md  [related]
DONE phase_3/phase_3_1379.md  [seasonal]
DONE phase_3/phase_3_1380.md  [sequential]
DONE phase_3/phase_3_1381.md  [simp]
DONE phase_3/phase_3_1382.md  [slight]
DONE phase_3/phase_3_1383.md  [static]
DONE phase_3/phase_3_1384.md  [visual]
DONE phase_3/phase_3_1385.md  [ago]
DONE phase_3/phase_3_1386.md  [ahead]
DONE phase_3/phase_3_1387.md  [alone]
DONE phase_3/phase_3_1388.md  [assemb]
DONE phase_3/phase_3_1389.md  [especial]
DONE phase_3/phase_3_1390.md  [even]
DONE phase_3/phase_3_1391.md  [firm]
DONE phase_3/phase_3_1392.md  [gent]
DONE phase_3/phase_3_1393.md  [literal]
DONE phase_3/phase_3_1394.md  [manual]
DONE phase_3/phase_3_1395.md  [strict]
DONE phase_4/phase_4_096.md  [air]
DONE phase_4/phase_4_097.md  [bite]
DONE phase_4/phase_4_098.md  [bleed]
DONE phase_4/phase_4_099.md  [blew]
DONE phase_4/phase_4_100.md  [breathe]
DONE phase_4/phase_4_101.md  [compost]
DONE phase_4/phase_4_102.md  [concrete]
DONE phase_4/phase_4_103.md  [creep]
DONE phase_4/phase_4_104.md  [crouch]
DONE phase_4/phase_4_105.md  [cruise]
DONE phase_4/phase_4_106.md  [cutting]
DONE phase_4/phase_4_107.md  [dash]
DONE phase_4/phase_4_108.md  [dawn]
DONE phase_4/phase_4_109.md  [decomposition]
DONE phase_4/phase_4_110.md  [diarrhea]
DONE phase_4/phase_4_111.md  [dough]
DONE phase_4/phase_4_112.md  [electricity]
DONE phase_4/phase_4_113.md  [felt]
DONE phase_4/phase_4_114.md  [fiber]
DONE phase_4/phase_4_115.md  [glare]
DONE phase_4/phase_4_116.md  [lightning]
DONE phase_4/phase_4_117.md  [migration]
DONE phase_4/phase_4_118.md  [motion]
DONE phase_4/phase_4_119.md  [overflow]
DONE phase_4/phase_4_120.md  [pee]
DONE phase_4/phase_4_121.md  [sat]
DONE phase_4/phase_4_122.md  [scurry]
DONE phase_4/phase_4_123.md  [sing]
DONE phase_4/phase_4_124.md  [sit]
DONE phase_4/phase_4_125.md  [slept]
DONE phase_4/phase_4_126.md  [slid]
DONE phase_4/phase_4_127.md  [slipping]
DONE phase_4/phase_4_128.md  [sold]
DONE phase_4/phase_4_129.md  [sorethroat]
DONE phase_4/phase_4_130.md  [soy]
DONE phase_4/phase_4_131.md  [starlight]
DONE phase_4/phase_4_132.md  [sud]
DONE phase_4/phase_4_133.md  [wrapping]
DONE phase_4/phase_4_134.md  [absorbing]
DONE phase_4/phase_4_135.md  [activating]
DONE phase_4/phase_4_136.md  [adapting]
DONE phase_4/phase_4_137.md  [altering]
DONE phase_4/phase_4_138.md  [amending]
DONE phase_4/phase_4_139.md  [amputating]
DONE phase_4/phase_4_140.md  [annihilating]
DONE phase_4/phase_4_141.md  [assimilating]
DONE phase_4/phase_4_142.md  [augmenting]
DONE phase_4/phase_4_143.md  [baring]
DONE phase_4/phase_4_144.md  [bending]
DONE phase_4/phase_4_145.md  [bettering]
DONE phase_4/phase_4_146.md  [borning]
DONE phase_4/phase_4_147.md  [branding]
DONE phase_4/phase_4_148.md  [brightening]
DONE phase_4/phase_4_149.md  [broiling]
DONE phase_4/phase_4_152.md  [coloring]
DONE phase_4/phase_4_153.md  [compacting]
DONE phase_4/phase_4_154.md  [condensing]
DONE phase_4/phase_4_155.md  [contenting]
DONE phase_4/phase_4_156.md  [contracting]
DONE phase_4/phase_4_157.md  [converting]
DONE phase_4/phase_4_158.md  [cooling]
DONE phase_4/phase_4_159.md  [decreasing]
DONE phase_4/phase_4_160.md  [demolishing]
DONE phase_4/phase_4_161.md  [destroying]
DONE phase_4/phase_4_162.md  [diminishing]
DONE phase_4/phase_4_163.md  [diverging]
DONE phase_4/phase_4_164.md  [evaporating]
DONE phase_4/phase_4_165.md  [fluctuating]
DONE phase_4/phase_4_166.md  [fortifying]
DONE phase_4/phase_4_167.md  [fracturing]
DONE phase_4/phase_4_168.md  [fragmenting]
DONE phase_4/phase_4_169.md  [fusing]
DONE phase_4/phase_4_170.md  [igniting]
DONE phase_4/phase_4_171.md  [illuminating]
DONE phase_4/phase_4_172.md  [increasing]
DONE phase_4/phase_4_173.md  [injuring]
DONE phase_4/phase_4_174.md  [lessening]
DONE phase_4/phase_4_175.md  [liquefying]
DONE phase_4/phase_4_176.md  [merging]
DONE phase_4/phase_4_177.md  [multiplying]
DONE phase_4/phase_4_179.md  [propagating]
DONE phase_4/phase_4_180.md  [razing]
DONE phase_4/phase_4_181.md  [reanimating]
DONE phase_4/phase_4_182.md  [recovering]
DONE phase_4/phase_4_183.md  [rejuvenating]
DONE phase_4/phase_4_184.md  [releasing]
DONE phase_4/phase_4_185.md  [renewing]
DONE phase_4/phase_4_186.md  [restoring]
DONE phase_4/phase_4_187.md  [resurrecting]
DONE phase_4/phase_4_188.md  [reversing]
DONE phase_4/phase_4_189.md  [reviving]
DONE phase_4/phase_4_191.md  [ruining]
DONE phase_4/phase_4_192.md  [severing]
DONE phase_4/phase_4_193.md  [shortening]
DONE phase_4/phase_4_194.md  [simplifying]
DONE phase_4/phase_4_195.md  [slashing]
DONE phase_4/phase_4_196.md  [softening]
DONE phase_4/phase_4_197.md  [solidifying]
DONE phase_4/phase_4_198.md  [stabilizing]
DONE phase_4/phase_4_199.md  [strengthening]
DONE phase_4/phase_4_200.md  [terminating]
DONE phase_4/phase_4_201.md  [transforming]
DONE phase_4/phase_4_202.md  [triggering]
DONE phase_4/phase_4_206.md  [uniting]
DONE phase_4/phase_4_207.md  [unsticking]
DONE phase_4/phase_4_208.md  [vanishing]
DONE phase_4/phase_4_209.md  [vaporizing]
DONE phase_4/phase_4_210.md  [weakening]
DONE phase_4/phase_4_211.md  [widening]
DONE phase_4/phase_4_213.md  [collapsing]
DONE phase_4/phase_4_214.md  [precipitating]
DONE phase_4/phase_4_215.md  [ripening]
DONE phase_4/phase_4_216.md  [truncating]
DONE phase_4/phase_4_217.md  [uncurling]
DONE phase_4/phase_4_218.md  [unfolding]
DONE phase_4/phase_4_219.md  [ceasing]
DONE phase_4/phase_4_220.md  [backward]
DONE phase_4/phase_4_221.md  [baked]
DONE phase_4/phase_4_222.md  [borrowed]
DONE phase_4/phase_4_223.md  [burnt]
DONE phase_4/phase_4_224.md  [chosen]
DONE phase_4/phase_4_225.md  [connected]
DONE phase_4/phase_4_226.md  [contained]
DONE phase_4/phase_4_227.md  [controlled]
DONE phase_4/phase_4_228.md  [crumpled]
DONE phase_4/phase_4_229.md  [developed]
DONE phase_4/phase_4_230.md  [done]
DONE phase_4/phase_4_231.md  [dormant]
DONE phase_4/phase_4_232.md  [dried]
DONE phase_4/phase_4_233.md  [earned]
DONE phase_4/phase_4_234.md  [fried]
DONE phase_4/phase_4_235.md  [frozen]
DONE phase_4/phase_4_236.md  [grilled]
DONE phase_4/phase_4_237.md  [happen]
DONE phase_4/phase_4_238.md  [imagined]
DONE phase_4/phase_4_239.md  [impose]
DONE phase_4/phase_4_240.md  [included]
DONE phase_4/phase_4_241.md  [injured]
DONE phase_4/phase_4_242.md  [integrated]
DONE phase_4/phase_4_243.md  [invalid]
DONE phase_4/phase_4_244.md  [invent]
DONE phase_4/phase_4_245.md  [leftover]
DONE phase_4/phase_4_246.md  [made]
DONE phase_4/phase_4_247.md  [made-up]
DONE phase_4/phase_4_248.md  [married]
DONE phase_4/phase_4_249.md  [mediated]
DONE phase_4/phase_4_250.md  [mixed-up]
DONE phase_4/phase_4_251.md  [organized]
DONE phase_4/phase_4_252.md  [owned]
DONE phase_4/phase_4_253.md  [prepared]
DONE phase_4/phase_4_254.md  [protective]
DONE phase_4/phase_4_255.md  [proven]
DONE phase_4/phase_4_256.md  [reclassified]
DONE phase_4/phase_4_257.md  [shaped]
DONE phase_4/phase_4_258.md  [shut]
DONE phase_4/phase_4_259.md  [snipping]
DONE phase_4/phase_4_260.md  [spinning]
DONE phase_4/phase_4_261.md  [stored]
DONE phase_4/phase_4_262.md  [torn]
DONE phase_4/phase_4_263.md  [trapped]
DONE phase_4/phase_4_264.md  [warm-blooded]
DONE phase_4/phase_4_265.md  [written]
DONE phase_5/phase_5_2002.md  [alice]
DONE phase_5/phase_5_2004.md  [anne]
DONE phase_5/phase_5_2005.md  [architect]
DONE phase_5/phase_5_2006.md  [arlo]
DONE phase_5/phase_5_2007.md  [arthropod]
DONE phase_5/phase_5_2008.md  [artist]
DONE phase_5/phase_5_2009.md  [assistant]
DONE phase_5/phase_5_2010.md  [attendant]
DONE phase_5/phase_5_2011.md  [audience]
DONE phase_5/phase_5_2012.md  [beak]
DONE phase_5/phase_5_2013.md  [billy]
DONE phase_5/phase_5_2014.md  [boyd]
DONE phase_5/phase_5_2015.md  [breed]
DONE phase_5/phase_5_2016.md  [bystander]
DONE phase_5/phase_5_2017.md  [cade]
DONE phase_5/phase_5_2018.md  [chaser]
DONE phase_5/phase_5_2019.md  [counselor]
DONE phase_5/phase_5_2020.md  [creator]
DONE phase_5/phase_5_2022.md  [crocodile]
DONE phase_5/phase_5_2023.md  [customer]
DONE phase_5/phase_5_2024.md  [dean]
DONE phase_5/phase_5_2025.md  [defender]
DONE phase_5/phase_5_2026.md  [ecologist]
DONE phase_5/phase_5_2027.md  [ella]
DONE phase_5/phase_5_2028.md  [emma]
DONE phase_5/phase_5_2029.md  [enemy]
DONE phase_5/phase_5_2030.md  [eric]
DONE phase_5/phase_5_2031.md  [faye]
DONE phase_5/phase_5_2032.md  [flier]
DONE phase_5/phase_5_2033.md  [flock]
DONE phase_5/phase_5_2034.md  [follower]
DONE phase_5/phase_5_2035.md  [giver]
DONE phase_5/phase_5_2036.md  [goalie]
DONE phase_5/phase_5_2037.md  [grandpa]
DONE phase_5/phase_5_2038.md  [greg]
DONE phase_5/phase_5_2039.md  [grown-up]
DONE phase_5/phase_5_2040.md  [gwen]
DONE phase_5/phase_5_2041.md  [liam]
DONE phase_5/phase_5_2042.md  [loser]
DONE phase_5/phase_5_2043.md  [luke]
DONE phase_5/phase_5_2044.md  [neigh]
DONE phase_5/phase_5_2045.md  [nibble]
DONE phase_5/phase_5_2046.md  [orangutan]
DONE phase_5/phase_5_2047.md  [pedestrian]
DONE phase_5/phase_5_2048.md  [performer]
DONE phase_5/phase_5_2049.md  [prey]
DONE phase_5/phase_5_2050.md  [roman]
DONE phase_5/phase_5_2051.md  [ruth]
DONE phase_5/phase_5_2052.md  [ryan]
DONE phase_5/phase_5_2053.md  [scorpion]
DONE phase_5/phase_5_2054.md  [serf]
DONE phase_5/phase_5_2055.md  [sery]
DONE phase_5/phase_5_2056.md  [seth]
DONE phase_5/phase_5_2057.md  [shoulder]
DONE phase_5/phase_5_2058.md  [shoulderblade]
DONE phase_5/phase_5_2059.md  [sibling]
DONE phase_5/phase_5_2060.md  [skye]
DONE phase_5/phase_5_2061.md  [someone]
DONE phase_5/phase_5_2062.md  [sophie]
DONE phase_5/phase_5_2063.md  [spouse]
DONE phase_5/phase_5_2064.md  [swimming]
DONE phase_5/phase_5_2065.md  [swoop]
DONE phase_5/phase_5_2066.md  [tattletale]
DONE phase_5/phase_5_2067.md  [teammate]
DONE phase_5/phase_5_2068.md  [toby]
DONE phase_5/phase_5_2069.md  [toddler]
DONE phase_5/phase_5_2070.md  [wagging]
DONE phase_5/phase_5_2071.md  [hugh]
DONE phase_5/phase_5_2072.md  [amphibian]
DONE phase_5/phase_5_2073.md  [creature]
DONE phase_5/phase_5_2074.md  [battling]
DONE phase_5/phase_5_2075.md  [breeding]
DONE phase_5/phase_5_2076.md  [cheering]
DONE phase_5/phase_5_2077.md  [clashing]
DONE phase_5/phase_5_2078.md  [comforting]
DONE phase_5/phase_5_2079.md  [contending]
DONE phase_5/phase_5_2080.md  [coping]
DONE phase_5/phase_5_2081.md  [croaking]
DONE phase_5/phase_5_2082.md  [culling]
DONE phase_5/phase_5_2083.md  [devouring]
DONE phase_5/phase_5_2084.md  [embarking]
DONE phase_5/phase_5_2085.md  [encircling]
DONE phase_5/phase_5_2089.md  [glaring]
DONE phase_5/phase_5_2091.md  [interrogating]
DONE phase_5/phase_5_2092.md  [interviewing]
DONE phase_5/phase_5_2093.md  [introducing]
DONE phase_5/phase_5_2094.md  [joking]
DONE phase_5/phase_5_2095.md  [killing]
DONE phase_5/phase_5_2096.md  [marrying]
DONE phase_5/phase_5_2098.md  [mimicking]
DONE phase_5/phase_5_2099.md  [mocking]
DONE phase_5/phase_5_2100.md  [nourishing]
DONE phase_5/phase_5_2101.md  [nurturing]
DONE phase_5/phase_5_2102.md  [outdoing]
DONE phase_5/phase_5_2103.md  [outperforming]
DONE phase_5/phase_5_2104.md  [outshining]
DONE phase_5/phase_5_2105.md  [overwhelming]
DONE phase_5/phase_5_2106.md  [participating]
DONE phase_5/phase_5_2107.md  [pleasing]
DONE phase_5/phase_5_2108.md  [pouncing]
DONE phase_5/phase_5_2109.md  [praising]
DONE phase_5/phase_5_2110.md  [presiding]
DONE phase_5/phase_5_2111.md  [promising]
DONE phase_5/phase_5_2112.md  [promoting]
DONE phase_5/phase_5_2113.md  [reaping]
DONE phase_5/phase_5_2114.md  [rearing]
DONE phase_5/phase_5_2115.md  [sculpting]
DONE phase_5/phase_5_2116.md  [singing]
DONE phase_5/phase_5_2117.md  [snaring]
DONE phase_5/phase_5_2118.md  [soaring]
DONE phase_5/phase_5_2119.md  [spawning]
DONE phase_5/phase_5_2120.md  [strumming]
DONE phase_5/phase_5_2121.md  [swooping]
DONE phase_5/phase_5_2122.md  [testifying]
DONE phase_5/phase_5_2123.md  [thanking]
DONE phase_5/phase_5_2124.md  [thriving]
DONE phase_5/phase_5_2125.md  [enclosing]
DONE phase_5/phase_5_2126.md  [feasting]
DONE phase_5/phase_5_2127.md  [gazing]
DONE phase_5/phase_5_2128.md  [imitating]
DONE phase_5/phase_5_2129.md  [mentoring]
DONE phase_5/phase_5_2130.md  [adventurous]
DONE phase_5/phase_5_2131.md  [alert]
DONE phase_5/phase_5_2132.md  [annoyed]
DONE phase_5/phase_5_2133.md  [annoying]
DONE phase_5/phase_5_2134.md  [avoid]
DONE phase_5/phase_5_2135.md  [cautious]
DONE phase_5/phase_5_2136.md  [cheerful]
DONE phase_5/phase_5_2137.md  [clever]
DONE phase_5/phase_5_2138.md  [creative]
DONE phase_5/phase_5_2139.md  [cruel]
DONE phase_5/phase_5_2140.md  [curious]
DONE phase_5/phase_5_2141.md  [determined]
DONE phase_5/phase_5_2142.md  [disappointed]
DONE phase_5/phase_5_2143.md  [disappointing]
DONE phase_5/phase_5_2144.md  [dismiss]
DONE phase_5/phase_5_2145.md  [distracting]
DONE phase_5/phase_5_2146.md  [drumming]
DONE phase_5/phase_5_2147.md  [eager]
DONE phase_5/phase_5_2148.md  [effortful]
DONE phase_5/phase_5_2149.md  [foolish]
DONE phase_5/phase_5_2150.md  [funny]
DONE phase_5/phase_5_2151.md  [grumpy]
DONE phase_5/phase_5_2152.md  [happy]
DONE phase_5/phase_5_2153.md  [heroic]
DONE phase_5/phase_5_2154.md  [honorable]
DONE phase_5/phase_5_2155.md  [hopeful]
DONE phase_5/phase_5_2156.md  [jealous]
DONE phase_5/phase_5_2157.md  [lazy]
DONE phase_5/phase_5_2158.md  [lively]
DONE phase_5/phase_5_2159.md  [loyal]
DONE phase_5/phase_5_2160.md  [lucky]
DONE phase_5/phase_5_2161.md  [mad]
DONE phase_5/phase_5_2162.md  [moody]
DONE phase_5/phase_5_2163.md  [naive]
DONE phase_5/phase_5_2164.md  [nervous]
DONE phase_5/phase_5_2165.md  [participate]
DONE phase_5/phase_5_2166.md  [playful]
DONE phase_5/phase_5_2168.md  [relieved]
DONE phase_5/phase_5_2169.md  [respected]
DONE phase_5/phase_5_2170.md  [respectful]
DONE phase_5/phase_5_2171.md  [restless]
DONE phase_5/phase_5_2172.md  [rude]
DONE phase_5/phase_5_2173.md  [satisfied]
DONE phase_5/phase_5_2174.md  [seasick]
DONE phase_5/phase_5_2175.md  [sensible]
DONE phase_5/phase_5_2176.md  [sneaky]
DONE phase_5/phase_5_2177.md  [watchful]
DONE phase_5/phase_5_2178.md  [tentative]
DONE phase_5/phase_5_2179.md  [thankful]
DONE phase_5/phase_5_2180.md  [thoughtful]
DONE phase_5/phase_5_2181.md  [unaware]
DONE phase_5/phase_5_2182.md  [uncaring]
DONE phase_5/phase_5_2183.md  [uncertain]
DONE phase_5/phase_5_2184.md  [uneasy]
DONE phase_5/phase_5_2185.md  [unhappy]
DONE phase_5/phase_5_2186.md  [unkind]
DONE phase_5/phase_5_2187.md  [unsettled]
DONE phase_5/phase_5_2188.md  [unsure]
DONE phase_5/phase_5_2189.md  [pushy]
DONE phase_6/phase_6_1169.md  [adjective]
DONE phase_6/phase_6_1170.md  [affordance]
DONE phase_6/phase_6_1171.md  [aggregate]
DONE phase_6/phase_6_1172.md  [algebra]
DONE phase_6/phase_6_1173.md  [allergy]
DONE phase_6/phase_6_1174.md  [angle]
DONE phase_6/phase_6_1175.md  [apostrophe]
DONE phase_6/phase_6_1176.md  [article]
DONE phase_6/phase_6_1177.md  [assessment]
DONE phase_6/phase_6_1178.md  [assignment]
DONE phase_6/phase_6_1179.md  [atom]
DONE phase_6/phase_6_1180.md  [attribute]
DONE phase_6/phase_6_1181.md  [bacterium]
DONE phase_6/phase_6_1182.md  [baseline]
DONE phase_6/phase_6_1183.md  [candidate]
DONE phase_6/phase_6_1185.md  [celsiu]
DONE phase_6/phase_6_1186.md  [centimeter]
DONE phase_6/phase_6_1187.md  [characteristic]
DONE phase_6/phase_6_1190.md  [classify]
DONE phase_6/phase_6_1192.md  [code]
DONE phase_6/phase_6_1193.md  [codex]
DONE phase_6/phase_6_1194.md  [component]
DONE phase_6/phase_6_1195.md  [compute]
DONE phase_6/phase_6_1196.md  [computing]
DONE phase_6/phase_6_1197.md  [conductor]
DONE phase_6/phase_6_1198.md  [conjunction]
DONE phase_6/phase_6_1199.md  [contraction]
DONE phase_6/phase_6_1200.md  [danger-full-acces]
DONE phase_6/phase_6_1201.md  [datum]
DONE phase_6/phase_6_1202.md  [de-dup]
DONE phase_6/phase_6_1203.md  [dedupe]
DONE phase_6/phase_6_1204.md  [deduplicated]
DONE phase_6/phase_6_1205.md  [default]
DONE phase_6/phase_6_1206.md  [demonstrate]
DONE phase_6/phase_6_1207.md  [department]
DONE phase_6/phase_6_1208.md  [describe]
DONE phase_6/phase_6_1209.md  [design]
DONE phase_6/phase_6_1210.md  [desire-reporting]
DONE phase_6/phase_6_1211.md  [detective]
DONE phase_6/phase_6_1212.md  [development]
DONE phase_6/phase_6_1213.md  [diagram]
DONE phase_6/phase_6_1214.md  [dimension]
DONE phase_6/phase_6_1215.md  [dissimilarity]
DONE phase_6/phase_6_1216.md  [district]
DONE phase_6/phase_6_1217.md  [domain]
DONE phase_6/phase_6_1218.md  [duplicate]
DONE phase_6/phase_6_1219.md  [dynamic]
DONE phase_6/phase_6_1220.md  [ecosystem]
DONE phase_6/phase_6_1221.md  [electron]
DONE phase_6/phase_6_1222.md  [element]
DONE phase_6/phase_6_1223.md  [enumerate]
DONE phase_6/phase_6_1224.md  [evaluate]
DONE phase_6/phase_6_1225.md  [exec]
DONE phase_6/phase_6_1226.md  [extract]
DONE phase_6/phase_6_1227.md  [extracted]
DONE phase_6/phase_6_1228.md  [filtered]
DONE phase_6/phase_6_1229.md  [filtering]
DONE phase_6/phase_6_1230.md  [format]
DONE phase_6/phase_6_1231.md  [frequency]
DONE phase_6/phase_6_1232.md  [grammar]
DONE phase_6/phase_6_1233.md  [grammar-like]
DONE phase_6/phase_6_1234.md  [hand-normalized]
DONE phase_6/phase_6_1238.md  [lemma]
DONE phase_6/phase_6_1239.md  [liter]
DONE phase_6/phase_6_1240.md  [lowercase]
DONE phase_6/phase_6_1241.md  [machinery]
DONE phase_6/phase_6_1242.md  [math]
DONE phase_6/phase_6_1243.md  [mathematic]
DONE phase_6/phase_6_1244.md  [mechanism]
DONE phase_6/phase_6_1245.md  [media]
DONE phase_6/phase_6_1246.md  [metamorphosi]
DONE phase_6/phase_6_1247.md  [minus]
DONE phase_6/phase_6_1248.md  [mode]
DONE phase_6/phase_6_1249.md  [module]
DONE phase_6/phase_6_1250.md  [molecule]
DONE phase_6/phase_6_1251.md  [multiplication]
DONE phase_6/phase_6_1252.md  [multiplicity]
DONE phase_6/phase_6_1253.md  [mycelium]
DONE phase_6/phase_6_1254.md  [nltk]
DONE phase_6/phase_6_1255.md  [non-function]
DONE phase_6/phase_6_1256.md  [normalization]
DONE phase_6/phase_6_1257.md  [normalize]
DONE phase_6/phase_6_1258.md  [normalized]
DONE phase_6/phase_6_1259.md  [normalizing]
DONE phase_6/phase_6_1260.md  [offloading]
DONE phase_6/phase_6_1261.md  [openai]
DONE phase_6/phase_6_1262.md  [password]
DONE phase_6/phase_6_1263.md  [pathlib]
DONE phase_6/phase_6_1264.md  [percent]
DONE phase_6/phase_6_1265.md  [percussion]
DONE phase_6/phase_6_1266.md  [performance]
DONE phase_6/phase_6_1267.md  [physic]
DONE phase_6/phase_6_1268.md  [plural-ish]
DONE phase_6/phase_6_1269.md  [police]
DONE phase_6/phase_6_1270.md  [polyglot]
DONE phase_6/phase_6_1271.md  [population]
DONE phase_6/phase_6_1272.md  [preposition]
DONE phase_6/phase_6_1273.md  [presupposition]
DONE phase_6/phase_6_1274.md  [probability]
DONE phase_6/phase_6_1275.md  [procedure]
DONE phase_6/phase_6_1276.md  [program]
DONE phase_6/phase_6_1277.md  [publication]
DONE phase_6/phase_6_1278.md  [punctuation]
DONE phase_6/phase_6_1279.md  [rotation]
DONE phase_6/phase_6_1280.md  [script-rich]
DONE phase_6/phase_6_1281.md  [spectrum]
DONE phase_6/phase_6_1282.md  [sphere]
DONE phase_6/phase_6_1283.md  [stdin]
